日付,AmFlex,BS/ MTG Ambassador,CLUE,COCO,CRC,Communication,Customer Success,DS,Dive Deep,Engagement,FBProgram,FeedbackProgram,File整理TRAIL,Foot Print,Forecast,MC,NewsFeed,Panorama,People/その他,RP,RP Expansion,RP SharePoint,RoutineBoard,SKILL-UP,SSOT,TWIG,Tips,Training,Voice,Wiki/START,その他,トラブル報告(SDS/GSOC),メトリクス,勤怠,就業実績,未配TT,架電Coaching,災害
2024-08-13,1.0,0.0,2.5,0.0,32.0,0.0,1.0,101.5,5.5,1.5,0.0,0.0,1.0,0.0,2.5,0.0,0.5,12.0,15.5,0.0,0.5,2.5,2.0,0.5,0.0,0.0,0.0,2.0,6.0,1.0,0.0,5.0,1.5,34.0,0.5,7.5,4.5,0.0
2024-08-14,0.5,0.0,1.0,1.0,35.5,0.0,1.0,106.5,0.0,2.0,0.0,0.0,0.5,0.0,1.0,0.0,0.5,10.0,16.0,0.0,3.0,2.0,7.5,3.5,0.0,0.0,0.0,1.5,0.0,1.0,0.0,9.5,4.0,35.0,5.5,8.5,4.5,0.0
2024-08-15,0.0,0.0,1.0,0.0,26.5,0.0,1.0,120.0,2.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,6.0,12.0,0.0,10.5,0.0,2.0,0.0,0.0,0.0,0.0,10.5,0.0,0.5,0.0,3.0,5.5,38.0,5.0,10.0,0.0,0.0
2024-08-16,0.5,0.0,0.0,0.0,92.25,0.0,1.0,96.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,6.0,1.5,34.0,0.0,7.5,0.0,0.0
2024-08-17,0.0,0.0,1.5,0.0,25.0,0.0,3.5,123.0,0.0,0.0,0.0,0.0,2.5,0.0,1.0,0.0,0.5,2.0,2.5,0.0,4.5,4.0,1.0,0.5,0.0,0.0,0.0,4.0,8.0,0.5,0.0,7.0,1.5,36.0,0.5,5.0,0.0,0.0
2024-08-18,0.0,0.0,1.0,0.0,22.5,0.0,3.0,125.5,0.5,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,8.5,11.0,0.0,3.0,0.5,6.0,5.0,0.0,0.0,0.0,5.0,3.5,0.0,0.0,5.0,2.5,34.0,0.0,6.0,0.0,0.0
2024-08-19,0.0,0.0,2.0,0.0,18.0,0.0,6.5,119.5,0.0,1.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.5,20.5,0.0,0.0,0.0,12.0,2.5,0.0,0.0,0.0,0.0,10.5,5.0,0.0,5.0,3.0,38.0,3.5,7.5,3.0,0.0
2024-08-20,0.0,0.0,2.0,0.0,15.5,0.0,2.0,107.0,4.5,6.0,0.0,0.0,0.0,0.0,5.5,0.0,0.5,8.5,14.5,0.0,5.0,0.5,0.0,2.0,0.0,0.0,0.0,5.5,4.5,0.0,0.0,7.5,2.5,34.0,0.0,10.0,7.5,0.0
2024-08-21,0.0,0.0,5.5,0.0,26.0,0.0,1.25,113.5,1.5,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.5,16.0,8.0,0.0,0.5,1.0,1.5,4.5,0.0,0.0,0.0,0.5,0.0,1.0,0.0,6.5,1.5,33.0,1.5,7.0,0.0,0.0
2024-08-22,0.0,0.0,3.0,0.0,34.5,0.0,3.0,113.0,1.5,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,8.0,3.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.5,31.5,1.0,4.5,0.0,0.0
2024-08-23,0.0,0.0,1.5,0.0,18.0,0.0,3.5,113.5,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,7.0,11.0,0.0,0.0,1.5,4.5,0.0,0.0,0.0,0.0,8.5,0.0,0.5,0.0,7.0,9.0,33.0,5.5,7.5,0.0,0.0
2024-08-24,0.0,0.0,1.0,0.0,26.5,0.0,3.5,122.0,0.5,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.5,6.5,13.5,0.0,4.0,5.5,3.5,2.0,0.0,0.0,0.0,0.0,6.0,1.5,0.0,6.0,1.5,36.5,0.5,8.0,1.0,0.0
2024-08-25,1.0,0.0,4.0,0.0,40.5,0.0,1.5,110.0,0.0,0.0,0.0,0.0,1.5,0.0,1.0,0.0,0.5,9.5,8.0,0.0,1.0,1.5,0.0,9.5,0.0,0.0,0.0,8.0,0.0,9.0,0.0,3.0,2.0,35.0,0.0,5.0,1.5,0.0
2024-08-26,0.0,0.0,2.0,0.0,31.5,0.0,0.0,126.0,3.0,0.5,0.0,0.0,0.0,0.0,2.0,0.0,1.5,7.0,25.0,0.0,3.5,2.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.5,3.5,35.0,2.0,6.5,0.0,0.0
2024-08-27,0.0,0.0,1.0,0.0,48.0,0.0,0.5,119.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,11.5,12.5,0.0,1.0,2.0,7.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,4.0,35.0,5.0,5.0,1.0,0.0
2024-08-28,0.0,0.0,6.0,0.0,40.5,0.0,4.0,99.0,2.5,2.0,0.0,0.0,2.5,0.0,5.0,0.0,0.5,10.5,3.5,0.0,0.0,1.0,0.0,2.5,0.0,0.0,0.0,9.5,2.5,0.0,0.0,2.0,3.0,31.5,1.0,5.5,0.5,0.0
2024-08-29,0.0,0.0,0.0,0.0,57.0,0.0,0.0,102.5,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.5,5.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,5.0,2.5,29.5,3.0,7.5,0.0,0.0
2024-08-30,0.0,0.0,0.0,0.0,81.5,0.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.5,32.5,1.0,9.0,0.0,0.0
2024-08-31,1.0,0.0,0.5,0.0,40.5,0.0,0.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,0.0,13.0,0.0,0.5,3.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,1.5,0.0,9.0,2.25,34.5,1.0,9.0,0.0,0.0
2024-09-01,0.0,0.0,8.5,0.0,31.0,0.0,0.0,117.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,6.0,9.5,0.0,1.5,4.0,1.0,4.0,0.0,0.0,0.0,2.5,3.5,1.0,0.0,1.5,3.5,36.0,0.0,6.0,5.0,0.0
2024-09-02,0.0,0.0,2.0,0.0,29.0,0.0,0.0,120.0,5.0,1.0,0.0,1.5,0.0,0.0,1.0,0.0,0.5,8.0,19.0,0.0,1.5,6.0,3.0,9.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,3.5,1.5,35.5,2.5,6.0,1.5,0.0
2024-09-03,0.0,0.0,2.5,0.0,18.5,0.0,0.5,107.0,0.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0,0.5,7.5,21.5,0.0,2.0,5.0,2.0,6.5,0.0,0.0,0.0,16.0,0.5,0.0,0.0,5.5,2.5,33.0,1.0,9.0,4.5,0.0
2024-09-04,0.0,0.0,3.5,0.0,16.0,0.0,0.0,119.5,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.5,16.0,23.0,0.0,0.0,7.0,5.5,2.0,0.0,0.0,0.5,16.0,0.0,0.0,0.0,5.0,1.5,38.0,1.5,11.5,1.0,0.0
2024-09-05,0.0,0.0,2.0,0.0,11.5,0.0,1.0,111.0,0.0,0.0,4.5,1.0,0.0,0.0,0.0,0.0,0.5,5.0,27.0,0.0,4.5,2.0,0.5,2.5,0.0,0.0,2.0,12.0,0.0,0.0,0.0,5.0,4.5,34.5,10.0,12.5,0.0,0.0
2024-09-06,5.5,0.0,1.0,0.0,22.5,0.0,1.5,116.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,10.5,8.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,31.0,1.0,7.5,0.0,0.0
2024-09-07,0.0,0.0,0.0,0.0,11.0,0.0,3.0,109.5,0.0,1.5,5.0,0.0,0.0,0.0,3.0,0.0,4.5,13.0,3.5,0.0,4.0,4.0,4.0,0.5,0.0,0.0,0.0,16.0,0.0,0.0,0.0,8.5,1.5,32.0,0.0,9.5,0.0,0.0
2024-09-08,0.0,0.0,4.0,0.0,28.0,0.0,6.5,107.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,6.0,0.5,0.0,2.5,1.0,4.0,1.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,7.0,3.0,32.5,1.0,9.0,3.0,0.0
2024-09-09,0.0,0.0,6.5,0.0,27.5,0.0,5.0,105.5,0.0,0.0,3.0,0.0,0.0,0.0,1.5,0.0,1.5,12.0,16.5,0.0,0.0,2.0,2.5,0.5,0.0,0.0,0.0,23.0,1.0,1.0,0.0,6.5,1.5,36.5,0.0,10.5,0.5,0.0
2024-09-10,0.0,0.0,3.5,0.0,16.5,0.0,5.5,107.5,0.0,3.5,0.0,0.0,0.0,0.0,1.0,0.0,0.5,12.5,21.0,0.0,0.0,3.5,5.5,0.5,0.0,0.0,0.0,16.5,1.0,0.0,0.0,8.5,4.0,34.0,0.0,10.0,0.0,0.0
2024-09-11,0.0,0.0,1.0,0.0,15.5,0.0,2.0,112.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,12.0,10.5,0.0,0.0,1.5,16.0,0.5,0.0,0.0,0.0,16.0,0.0,0.0,0.0,5.0,5.0,34.0,3.0,8.5,0.0,0.0
2024-09-12,0.0,0.0,1.0,0.0,13.0,0.0,0.0,110.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,9.0,12.5,0.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.5,1.5,29.0,0.0,7.5,0.0,0.0
2024-09-13,0.0,0.0,0.5,0.0,18.0,0.0,0.0,102.5,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,12.5,11.5,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.5,28.5,0.0,7.5,0.0,0.0
2024-09-14,4.0,0.0,0.0,0.0,7.5,0.0,0.0,111.5,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.5,10.5,14.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,17.0,7.5,0.0,0.0,6.0,3.0,30.0,0.0,9.5,0.0,0.0
2024-09-15,4.0,0.0,1.0,0.0,17.5,0.0,0.0,115.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,4.5,9.5,0.0,0.0,1.0,11.0,2.5,0.0,0.0,0.0,17.0,2.5,4.5,0.0,5.0,6.5,31.5,0.0,9.0,0.0,0.0
2024-09-16,0.0,0.0,1.5,0.0,23.5,0.0,0.0,106.5,0.0,0.5,1.0,0.0,0.5,4.0,0.5,0.0,0.0,9.5,8.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,16.5,7.0,0.0,0.0,5.0,3.5,29.5,0.5,8.0,0.0,0.0
2024-09-17,0.0,0.0,0.0,0.0,16.5,0.0,0.0,112.5,0.0,0.0,0.0,0.0,0.0,5.0,2.5,0.0,0.5,1.0,8.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,6.5,0.0,0.0,0.0,5.0,1.0,27.5,0.5,10.5,0.0,0.0
2024-09-18,0.0,0.0,7.5,0.0,30.5,0.0,3.5,107.0,3.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.5,6.5,6.5,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,6.5,2.5,33.0,0.0,7.0,2.5,0.0
2024-09-19,0.0,0.0,3.0,0.0,29.0,0.0,5.0,117.5,0.0,3.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,20.0,4.0,0.0,1.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1.5,0.0,5.0,2.5,33.0,0.0,7.0,0.0,0.0
2024-09-20,0.0,0.0,1.5,0.0,29.0,0.0,1.0,123.5,0.0,0.0,0.0,0.0,0.0,7.0,11.0,0.0,1.0,19.5,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,1.5,3.5,37.5,0.5,8.0,0.5,0.0
2024-09-21,0.0,0.0,0.0,0.0,34.5,0.0,3.5,114.5,0.0,0.0,0.0,0.0,0.0,3.5,3.0,0.0,0.5,3.0,1.5,0.0,2.5,4.0,0.5,0.0,0.0,0.0,0.0,6.5,0.0,0.0,0.0,4.0,5.0,32.5,0.5,6.0,0.0,0.0
2024-09-22,0.0,0.0,2.0,0.0,23.5,0.0,0.0,119.5,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.5,5.0,2.5,0.0,0.0,3.5,3.5,6.5,0.0,0.0,0.0,15.0,2.0,1.0,0.0,3.0,8.0,35.0,0.5,6.0,0.0,0.0
2024-09-23,0.0,0.0,4.0,0.0,28.5,0.0,0.0,132.5,0.0,1.5,0.0,0.0,0.0,0.0,13.0,0.0,0.5,6.0,3.0,0.0,0.0,0.0,0.5,2.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,5.5,5.5,35.0,0.0,8.0,0.5,0.0
2024-09-24,0.0,0.0,0.5,0.0,25.5,0.0,7.0,122.5,0.0,0.0,0.0,0.0,0.0,0.0,6.5,0.0,0.0,7.0,9.0,0.0,0.0,0.0,7.0,1.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,6.5,4.0,32.5,0.0,13.0,0.0,0.0
2024-09-25,0.0,0.0,2.5,0.0,27.5,0.0,4.0,111.5,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,3.5,19.0,8.0,0.0,1.0,0.5,1.0,1.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.25,4.0,33.5,0.0,7.0,1.5,0.0
2024-09-26,0.0,0.0,1.5,0.0,16.5,0.0,0.0,113.5,0.0,0.0,1.0,0.0,0.0,5.5,0.5,0.0,2.0,2.5,7.5,0.0,2.0,5.5,5.5,2.0,0.0,0.0,0.0,0.0,3.5,2.0,0.0,5.5,3.5,31.5,0.5,10.0,2.5,0.0
2024-09-27,0.0,0.0,4.0,0.0,29.0,0.0,3.5,106.0,3.0,0.0,0.0,0.0,1.5,2.5,0.0,0.0,0.5,5.5,4.5,0.0,0.5,2.5,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,5.0,5.0,34.5,0.0,11.5,0.0,0.0
2024-09-28,0.0,0.0,0.5,0.0,27.5,0.0,2.5,115.0,0.0,0.0,0.0,0.0,1.0,9.0,6.5,0.0,0.5,10.0,7.0,0.0,0.5,0.5,0.0,1.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,5.0,2.5,34.0,0.0,9.5,0.0,0.0
2024-09-29,0.0,0.0,1.0,0.0,19.0,0.0,0.0,114.5,1.5,0.0,0.0,0.0,0.0,4.0,6.5,0.0,0.5,2.0,4.5,0.0,1.0,5.5,0.0,1.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,5.5,2.0,31.0,0.0,10.0,6.5,0.0
2024-09-30,0.0,0.0,2.0,0.0,18.0,0.0,6.5,123.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.5,8.0,7.5,0.0,0.0,0.0,3.5,1.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,6.0,4.0,30.0,0.0,6.0,3.5,0.0
2024-10-01,0.0,0.0,1.5,0.0,14.0,0.0,4.5,119.0,0.0,0.5,0.0,0.0,1.0,4.0,6.0,0.0,2.0,3.5,14.5,0.0,0.5,0.0,3.5,1.0,0.0,1.0,0.0,3.0,0.5,1.0,0.0,6.5,3.0,33.0,0.0,9.5,2.0,0.0
2024-10-02,0.0,0.0,0.5,0.0,11.5,0.0,7.5,123.5,2.5,0.5,0.0,0.0,3.0,4.5,2.5,0.0,2.0,4.0,9.5,0.0,2.0,3.5,4.0,4.0,0.0,0.0,0.0,7.5,1.5,0.0,0.0,6.0,8.0,34.0,3.5,4.5,1.5,0.0
2024-10-03,0.0,0.0,2.5,0.0,26.0,0.0,0.0,119.0,1.5,0.5,0.0,0.0,0.0,2.0,0.0,0.0,0.0,6.5,11.0,0.0,4.0,1.0,1.0,3.0,0.0,0.0,0.5,17.0,0.0,0.0,0.0,9.0,2.5,37.0,1.0,6.0,2.0,0.0
2024-10-04,0.0,0.0,1.5,0.0,14.0,0.0,1.5,113.5,0.5,1.0,1.0,0.0,0.0,1.0,2.0,0.0,4.5,12.5,14.5,0.0,0.0,0.5,0.0,5.0,0.0,0.0,0.0,15.5,0.0,0.0,0.0,6.5,3.25,38.5,0.5,7.0,0.0,0.0
2024-10-05,0.0,0.0,0.5,0.0,23.0,0.0,1.0,114.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,2.0,4.0,0.0,0.0,0.0,7.5,2.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,5.0,4.0,29.0,0.5,9.0,0.0,0.0
2024-10-06,0.0,0.0,0.0,0.0,11.5,0.0,0.0,113.5,0.0,2.5,1.0,0.0,0.0,3.5,3.5,0.0,4.5,4.5,7.0,0.0,0.0,0.5,4.5,1.0,0.0,0.5,0.0,8.5,0.0,1.0,0.0,5.5,11.0,30.5,0.0,10.5,0.0,0.0
2024-10-07,0.0,0.0,0.5,0.0,18.5,0.0,9.0,133.5,0.0,0.0,0.0,0.0,0.0,8.0,3.5,0.0,5.0,2.0,5.5,0.0,2.0,3.0,9.5,0.0,0.0,0.0,0.0,1.5,2.0,0.0,0.0,6.5,8.0,40.0,3.5,10.5,0.0,0.0
2024-10-08,0.0,0.0,0.0,0.0,12.0,0.0,8.5,118.0,0.0,0.0,1.5,0.0,0.0,3.5,4.0,0.0,0.5,15.0,7.0,0.0,5.0,2.5,1.5,0.0,0.0,0.0,0.0,7.5,0.0,3.5,0.0,5.0,4.5,34.5,1.0,8.0,0.0,0.0
2024-10-09,0.0,0.0,3.5,0.0,20.0,0.0,0.0,115.0,5.0,0.0,0.5,0.0,0.0,4.0,0.0,0.0,2.5,6.5,8.0,0.0,1.0,10.0,0.0,0.0,0.0,2.0,0.0,7.5,0.0,0.0,0.0,5.0,2.0,34.5,1.0,7.0,0.5,0.0
2024-10-10,0.0,0.0,1.5,1.0,20.0,0.0,1.0,122.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,9.5,6.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,15.5,0.5,0.0,0.0,8.5,9.0,35.0,3.5,7.0,1.0,0.0
2024-10-11,0.0,0.0,5.5,0.0,21.5,0.0,2.5,112.5,0.0,1.0,1.5,0.0,0.0,7.0,6.0,0.0,0.5,9.5,1.5,0.0,5.0,0.0,1.5,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,10.5,33.5,1.0,5.0,2.5,0.0
2024-10-12,0.0,0.0,2.0,0.0,19.5,0.0,6.0,111.0,0.0,3.0,0.0,0.0,0.0,1.5,2.0,0.0,0.5,7.0,9.5,0.0,0.0,0.0,1.5,7.0,0.0,0.0,0.0,7.5,0.0,3.0,0.0,8.5,4.0,32.5,0.0,8.0,0.0,0.0
2024-10-13,0.0,0.0,0.5,0.0,14.0,0.0,2.0,125.0,0.5,0.0,2.5,0.0,0.0,3.0,0.0,0.0,2.0,7.0,6.5,0.0,2.5,0.0,1.5,1.5,0.0,4.5,0.0,1.0,2.0,1.5,0.0,6.5,2.0,29.5,0.0,9.5,0.0,0.0
2024-10-14,0.0,0.0,4.5,0.0,19.5,0.0,3.0,127.0,1.0,1.0,0.0,0.0,0.0,1.5,0.0,0.0,6.0,13.0,5.0,0.0,0.5,1.0,0.0,3.5,0.0,0.0,0.0,2.5,4.0,0.5,0.0,6.0,6.0,35.5,0.5,8.0,3.5,0.0
2024-10-15,0.0,0.0,1.0,6.5,19.5,0.0,0.0,104.5,0.0,10.0,0.0,0.0,0.0,0.5,3.0,0.0,1.0,5.0,7.0,0.0,0.0,1.0,0.0,1.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.5,5.5,29.0,0.5,6.0,0.0,0.0
2024-10-16,0.0,0.0,1.0,1.5,28.5,0.0,8.5,114.0,0.5,10.0,2.5,0.0,0.0,5.0,4.0,0.0,2.0,3.0,11.0,0.0,1.0,2.0,3.0,0.5,0.0,2.5,0.0,1.0,0.0,3.0,0.0,8.5,8.5,38.0,2.0,9.0,2.5,0.0
2024-10-17,0.0,0.0,1.0,0.0,16.0,0.0,1.5,113.25,1.0,1.0,0.0,0.0,0.0,4.5,4.0,0.0,0.5,5.0,5.0,0.0,1.0,2.5,3.5,0.0,0.0,0.0,0.0,1.5,0.0,5.0,0.0,6.5,12.5,35.5,7.0,7.0,0.0,0.0
2024-10-18,0.0,0.0,0.5,0.0,15.5,0.0,2.5,105.5,0.0,1.0,0.0,0.0,0.0,0.0,1.5,0.0,1.5,2.0,6.5,0.0,1.5,0.0,1.5,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,10.5,11.0,30.0,4.5,6.5,0.0,0.0
2024-10-19,0.0,0.0,1.0,0.0,16.5,0.0,0.0,101.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,3.5,5.5,4.5,0.0,0.0,3.5,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.5,1.5,33.0,0.0,6.0,0.5,0.0
2024-10-20,0.0,0.0,2.0,0.0,7.5,0.0,2.0,125.5,2.5,0.0,0.0,0.0,0.0,4.5,4.0,0.0,0.5,16.0,4.5,0.0,0.0,0.5,0.5,3.0,0.0,0.0,0.0,0.5,0.0,5.0,0.0,5.5,9.0,33.0,0.0,8.5,0.0,0.0
2024-10-21,0.0,0.0,0.5,0.5,25.5,0.0,0.0,111.5,0.5,0.5,4.5,0.0,0.0,0.0,3.0,0.0,0.0,12.0,5.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.5,30.0,0.0,7.5,1.0,0.0
2024-10-22,0.0,0.0,1.5,0.0,17.5,0.0,0.0,112.5,0.0,3.0,0.0,0.0,0.0,0.5,13.5,0.0,0.5,7.0,7.0,0.0,0.0,4.0,1.5,0.5,0.0,0.5,0.0,0.0,0.5,4.0,0.0,2.0,16.0,33.5,0.5,7.5,0.5,0.0
2024-10-23,0.0,0.0,0.5,0.0,20.5,0.0,1.5,106.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,26.5,6.5,0.0,3.5,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.5,17.5,33.5,0.5,7.0,0.0,0.0
2024-10-24,0.0,0.0,2.0,0.0,22.5,0.0,2.5,112.0,0.0,1.5,1.5,0.0,0.0,0.0,6.5,0.0,1.5,14.5,18.5,0.0,1.0,5.0,8.5,0.5,0.0,1.0,0.0,1.0,0.0,5.0,0.0,5.0,7.0,41.0,1.0,4.0,0.0,0.0
2024-10-25,0.0,0.0,7.0,0.0,24.0,0.0,1.5,121.5,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.5,10.5,3.0,0.0,3.0,3.0,1.0,1.5,0.0,0.0,0.0,0.0,3.0,2.5,0.0,12.5,7.5,37.5,1.5,1.5,5.5,0.0
2024-10-26,0.0,0.0,0.5,0.0,14.5,0.0,5.0,98.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,12.0,5.0,0.0,0.0,0.0,0.5,1.0,0.0,3.5,0.0,0.0,0.0,4.5,0.0,15.5,2.5,26.5,0.0,0.0,0.0,0.0
2024-10-27,0.0,0.0,6.0,1.0,29.0,0.0,0.0,102.0,0.5,1.5,0.0,0.0,0.0,1.5,0.0,0.0,0.5,13.5,9.5,0.0,0.0,2.0,1.5,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,13.5,5.0,37.0,0.5,0.0,1.5,0.0
2024-10-28,0.0,0.0,4.0,1.5,18.0,0.0,0.0,109.0,0.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,0.5,10.5,6.5,0.0,2.5,8.0,1.0,3.0,0.0,1.5,0.5,0.0,1.0,1.5,0.0,14.0,9.0,35.0,0.5,0.0,2.5,0.0
2024-10-29,0.0,0.0,6.0,3.5,15.5,0.0,6.5,110.0,1.0,6.5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,8.5,6.5,0.0,1.5,4.5,1.0,1.5,0.0,5.0,0.0,0.0,0.0,0.0,0.0,12.5,12.5,33.5,0.5,0.0,0.5,0.0
2024-10-30,0.0,0.0,2.5,0.0,17.0,0.0,5.0,119.5,0.0,5.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,14.0,18.0,0.0,0.0,2.5,2.5,0.5,0.0,6.0,2.0,0.0,4.5,0.0,0.0,10.5,4.0,38.0,0.0,0.0,2.0,0.0
2024-10-31,0.0,0.0,6.5,0.0,15.5,0.0,0.0,111.5,0.0,2.5,0.0,0.0,0.0,0.0,3.0,0.0,3.5,2.5,7.0,0.0,6.5,4.5,4.0,2.0,0.0,0.0,1.0,0.0,1.0,6.0,0.0,6.5,12.5,33.0,0.0,0.0,3.0,0.0
2024-11-01,0.0,0.0,3.0,0.0,23.5,0.0,0.5,102.0,0.0,0.0,0.0,0.0,0.0,3.0,2.5,0.0,0.5,3.5,3.0,0.0,0.0,1.0,1.5,0.0,0.0,0.5,0.0,0.0,3.0,0.0,0.0,12.25,7.0,37.0,2.0,0.0,1.0,0.0
2024-11-02,0.0,0.0,2.0,0.0,28.5,0.0,0.5,105.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.5,3.0,4.5,0.0,2.5,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,17.5,7.0,30.5,3.0,0.0,0.0,0.0
2024-11-03,0.0,0.0,1.5,0.0,17.0,0.0,1.0,109.75,0.0,0.0,0.0,0.0,0.0,7.5,0.5,0.0,0.5,3.5,6.0,0.0,0.0,16.0,8.5,0.0,0.0,0.0,0.5,0.0,0.0,4.0,0.0,13.5,5.5,31.0,0.5,0.0,0.0,0.0
2024-11-04,0.0,0.0,0.5,0.0,17.5,0.0,2.5,117.0,0.0,1.5,0.0,0.0,0.0,0.5,0.0,0.0,0.5,6.5,4.5,0.0,0.5,7.0,4.5,4.5,0.0,0.0,0.0,0.0,0.0,2.0,0.0,8.5,5.5,30.0,0.0,0.0,3.0,0.0
2024-11-05,0.0,0.0,1.0,0.0,24.0,0.0,3.5,110.5,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,19.0,6.0,0.0,2.0,3.0,6.0,5.0,0.0,3.5,0.0,0.0,0.0,2.5,0.0,9.0,4.0,35.0,0.0,0.0,4.0,0.0
2024-11-06,0.0,0.0,4.0,0.0,12.5,0.0,0.0,119.0,0.0,5.5,0.0,0.0,0.0,2.0,3.5,0.0,2.0,11.0,11.0,0.0,0.0,0.0,1.0,0.5,0.0,1.5,0.0,0.0,0.0,4.0,0.0,9.0,3.0,30.5,0.0,0.0,4.5,0.0
